Date,Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Daily Mean Travel Time (Seconds),Daily Range - Lower Bound Travel Time (Seconds),Daily Range - Upper Bound Travel Time (Seconds),AM Mean Travel Time (Seconds),AM Range - Lower Bound Travel Time (Seconds),AM Range - Upper Bound Travel Time (Seconds),PM Mean Travel Time (Seconds),PM Range - Lower Bound Travel Time (Seconds),PM Range - Upper Bound Travel Time (Seconds),Midday Mean Travel Time (Seconds),Midday Range - Lower Bound Travel Time (Seconds),Midday Range - Upper Bound Travel Time (Seconds),Evening Mean Travel Time (Seconds),Evening Range - Lower Bound Travel Time (Seconds),Evening Range - Upper Bound Travel Time (Seconds),Early Morning Mean Travel Time (Seconds),Early Morning Range - Lower Bound Travel Time (Seconds),Early Morning Range - Upper Bound Travel Time (Seconds)
01/30/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",888.0,639.0,1234.0,,,,1110.0,795.0,1551.0,728.0,548.0,966.0,765.0,669.0,874.0,,,
03/17/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1207.0,985.0,1478.0,,,,,,,,,,,,,,,
03/09/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",906.0,695.0,1183.0,763.0,637.0,914.0,1033.0,770.0,1386.0,909.0,719.0,1149.0,832.0,627.0,1105.0,,,
02/16/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1159.0,862.0,1556.0,,,,1454.0,1125.0,1879.0,1051.0,849.0,1302.0,976.0,806.0,1180.0,,,
03/26/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1259.0,1048.0,1513.0,,,,,,,,,,,,,,,
01/10/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",972.0,563.0,1680.0,,,,,,,1264.0,894.0,1788.0,726.0,455.0,1160.0,,,
02/08/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1548.0,945.0,2534.0,,,,2091.0,1375.0,3180.0,1502.0,915.0,2463.0,896.0,735.0,1091.0,,,
02/26/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1275.0,1082.0,1501.0,1248.0,1089.0,1430.0,,,,,,,,,,,,
02/23/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1604.0,1187.0,2167.0,,,,2031.0,1561.0,2642.0,1284.0,1097.0,1502.0,,,,,,
01/01/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",690.0,510.0,934.0,,,,,,,,,,,,,704.0,537.0,924.0
03/04/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",845.0,572.0,1248.0,,,,959.0,921.0,998.0,,,,627.0,472.0,831.0,,,
01/12/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",863.0,654.0,1138.0,652.0,587.0,724.0,1019.0,751.0,1382.0,845.0,648.0,1102.0,885.0,687.0,1139.0,,,
02/02/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1238.0,943.0,1625.0,,,,,,,,,,,,,,,
02/15/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1281.0,1123.0,1462.0,,,,,,,,,,,,,,,
01/23/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1654.0,1284.0,2130.0,,,,,,,,,,,,,,,
02/09/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",912.0,655.0,1269.0,,,,929.0,610.0,1414.0,952.0,693.0,1309.0,912.0,729.0,1142.0,,,
03/17/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1518.0,1205.0,1913.0,,,,1479.0,1352.0,1618.0,1490.0,1134.0,1957.0,,,,,,
01/22/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",936.0,725.0,1209.0,,,,1193.0,935.0,1521.0,811.0,685.0,961.0,810.0,712.0,921.0,,,
02/16/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",864.0,602.0,1240.0,,,,,,,,,,,,,,,
03/28/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",881.0,659.0,1177.0,1038.0,758.0,1420.0,998.0,708.0,1406.0,806.0,648.0,1003.0,908.0,701.0,1176.0,,,
01/17/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",837.0,619.0,1133.0,,,,940.0,703.0,1258.0,854.0,646.0,1128.0,873.0,681.0,1119.0,,,
02/04/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",778.0,507.0,1193.0,950.0,555.0,1624.0,,,,,,,,,,,,
03/19/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",821.0,605.0,1113.0,751.0,479.0,1176.0,869.0,691.0,1092.0,837.0,660.0,1062.0,788.0,571.0,1088.0,,,
03/22/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",934.0,543.0,1607.0,,,,,,,1023.0,678.0,1541.0,,,,,,
01/08/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1099.0,820.0,1474.0,1156.0,957.0,1397.0,1487.0,981.0,2252.0,1017.0,853.0,1212.0,1005.0,827.0,1222.0,663.0,522.0,841.0
02/03/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1200.0,1085.0,1327.0,,,,,,,,,,,,,,,
02/08/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",,,,,,,,,,,,,,,,,,
01/20/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",974.0,772.0,1229.0,,,,1067.0,828.0,1373.0,961.0,796.0,1160.0,806.0,669.0,970.0,,,
02/19/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",851.0,609.0,1188.0,,,,975.0,709.0,1341.0,736.0,553.0,979.0,,,,,,
03/26/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",996.0,764.0,1298.0,1094.0,788.0,1518.0,1104.0,854.0,1426.0,960.0,765.0,1203.0,955.0,766.0,1191.0,,,
03/30/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1541.0,1205.0,1972.0,,,,1698.0,1336.0,2158.0,1432.0,1212.0,1691.0,1542.0,1239.0,1918.0,,,
02/04/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",918.0,604.0,1394.0,,,,1008.0,832.0,1222.0,,,,,,,,,
03/11/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",757.0,549.0,1045.0,,,,614.0,528.0,712.0,,,,815.0,685.0,968.0,,,
03/30/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1048.0,835.0,1317.0,,,,1154.0,918.0,1451.0,972.0,761.0,1241.0,1022.0,870.0,1201.0,,,
03/30/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",887.0,677.0,1162.0,682.0,548.0,849.0,935.0,709.0,1234.0,898.0,696.0,1160.0,880.0,654.0,1186.0,,,
03/23/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",880.0,565.0,1370.0,,,,,,,802.0,577.0,1115.0,,,,660.0,463.0,939.0
02/14/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",1049.0,682.0,1615.0,,,,1472.0,1139.0,1902.0,1296.0,906.0,1852.0,756.0,546.0,1045.0,,,
03/29/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1008.0,818.0,1242.0,1077.0,809.0,1432.0,1008.0,890.0,1142.0,1034.0,847.0,1262.0,985.0,808.0,1201.0,,,
02/05/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",880.0,650.0,1192.0,,,,1059.0,772.0,1452.0,680.0,580.0,797.0,851.0,651.0,1112.0,,,
02/07/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1558.0,975.0,2491.0,1182.0,904.0,1545.0,2836.0,1810.0,4441.0,1229.0,918.0,1645.0,1259.0,941.0,1685.0,,,
03/08/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",959.0,648.0,1419.0,,,,,,,996.0,786.0,1262.0,,,,,,
01/02/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",971.0,750.0,1258.0,,,,1161.0,873.0,1543.0,950.0,785.0,1150.0,863.0,713.0,1045.0,,,
02/10/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1136.0,931.0,1386.0,,,,,,,1183.0,987.0,1419.0,,,,,,
01/30/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",662.0,527.0,831.0,,,,,,,,,,568.0,482.0,669.0,,,
01/21/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1018.0,785.0,1321.0,,,,1125.0,844.0,1500.0,993.0,797.0,1238.0,843.0,752.0,944.0,,,
03/18/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",697.0,526.0,925.0,,,,739.0,632.0,865.0,805.0,642.0,1009.0,620.0,474.0,810.0,,,
02/07/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",975.0,675.0,1408.0,,,,1219.0,927.0,1603.0,867.0,587.0,1280.0,832.0,620.0,1115.0,,,
03/21/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1382.0,985.0,1938.0,,,,1608.0,1065.0,2428.0,,,,,,,,,
01/15/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1321.0,918.0,1900.0,1708.0,1273.0,2292.0,1381.0,1003.0,1901.0,835.0,741.0,941.0,1160.0,862.0,1561.0,,,
03/13/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",839.0,519.0,1355.0,,,,767.0,484.0,1217.0,1037.0,580.0,1853.0,743.0,549.0,1005.0,,,
03/22/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1162.0,843.0,1600.0,1057.0,855.0,1306.0,1447.0,1086.0,1928.0,1264.0,880.0,1816.0,948.0,804.0,1117.0,,,
03/08/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1369.0,1147.0,1633.0,,,,1361.0,1198.0,1545.0,1432.0,1142.0,1794.0,1267.0,1090.0,1474.0,,,
03/16/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",1060.0,604.0,1859.0,,,,,,,1615.0,837.0,3113.0,903.0,650.0,1256.0,,,
02/24/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",,,,,,,,,,,,,,,,,,
03/11/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",918.0,757.0,1114.0,1010.0,882.0,1156.0,937.0,764.0,1148.0,948.0,794.0,1131.0,850.0,733.0,984.0,,,
01/27/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1120.0,961.0,1306.0,,,,,,,1084.0,928.0,1265.0,,,,,,
01/20/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1394.0,1055.0,1843.0,,,,,,,1406.0,1064.0,1857.0,,,,,,
02/20/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",663.0,485.0,905.0,537.0,451.0,639.0,,,,,,,596.0,488.0,728.0,,,
03/01/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",936.0,643.0,1363.0,,,,,,,840.0,647.0,1090.0,,,,,,
03/31/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",671.0,529.0,851.0,,,,674.0,530.0,856.0,686.0,581.0,809.0,,,,,,
02/06/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",937.0,671.0,1308.0,1000.0,786.0,1272.0,1148.0,738.0,1787.0,832.0,652.0,1063.0,903.0,660.0,1234.0,,,
01/18/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",662.0,449.0,976.0,507.0,413.0,621.0,979.0,709.0,1352.0,,,,,,,,,
02/23/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1254.0,929.0,1692.0,,,,,,,,,,,,,,,
03/03/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",893.0,699.0,1140.0,704.0,527.0,940.0,934.0,750.0,1163.0,932.0,768.0,1131.0,907.0,723.0,1136.0,,,
02/13/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1173.0,868.0,1585.0,1173.0,863.0,1595.0,1419.0,1119.0,1799.0,1138.0,852.0,1520.0,968.0,779.0,1202.0,,,
03/10/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",605.0,443.0,826.0,,,,,,,721.0,554.0,937.0,,,,,,
02/28/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1207.0,970.0,1503.0,,,,,,,,,,,,,,,
02/16/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",734.0,499.0,1081.0,,,,938.0,586.0,1502.0,,,,667.0,506.0,878.0,,,
01/14/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1517.0,1206.0,1908.0,,,,,,,,,,,,,,,
02/12/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1017.0,679.0,1521.0,,,,,,,770.0,643.0,921.0,,,,,,
02/06/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",967.0,811.0,1152.0,982.0,871.0,1106.0,,,,958.0,784.0,1172.0,906.0,772.0,1063.0,,,
01/31/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",900.0,677.0,1197.0,,,,1074.0,859.0,1341.0,754.0,582.0,976.0,885.0,718.0,1091.0,,,
01/26/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",,,,,,,,,,,,,,,,,,
01/29/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",832.0,555.0,1248.0,,,,934.0,666.0,1310.0,,,,516.0,369.0,722.0,,,
03/11/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1126.0,877.0,1445.0,,,,,,,,,,,,,,,
01/17/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",797.0,541.0,1173.0,803.0,600.0,1075.0,678.0,631.0,729.0,,,,,,,,,
02/23/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",1063.0,757.0,1491.0,,,,1335.0,977.0,1824.0,956.0,715.0,1278.0,1104.0,879.0,1387.0,,,
01/21/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",,,,,,,,,,,,,,,,,,
02/23/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1013.0,649.0,1581.0,,,,,,,772.0,591.0,1008.0,1290.0,821.0,2026.0,,,
01/17/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",650.0,506.0,834.0,,,,,,,725.0,555.0,947.0,540.0,472.0,617.0,,,
01/28/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",837.0,633.0,1107.0,,,,831.0,718.0,961.0,,,,933.0,664.0,1312.0,,,
02/28/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1656.0,1207.0,2271.0,,,,,,,,,,,,,,,
01/23/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",945.0,687.0,1299.0,,,,1086.0,813.0,1450.0,744.0,597.0,928.0,957.0,689.0,1330.0,,,
03/16/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",,,,,,,,,,,,,,,,,,
02/19/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",843.0,636.0,1116.0,1055.0,787.0,1414.0,989.0,721.0,1356.0,693.0,602.0,798.0,793.0,627.0,1003.0,,,
03/11/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",866.0,625.0,1200.0,775.0,593.0,1013.0,1015.0,778.0,1324.0,810.0,589.0,1113.0,897.0,631.0,1273.0,,,
01/07/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1517.0,1056.0,2178.0,,,,,,,,,,,,,,,
01/10/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",791.0,551.0,1134.0,777.0,557.0,1083.0,946.0,750.0,1192.0,938.0,674.0,1305.0,,,,,,
02/03/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",730.0,516.0,1034.0,,,,,,,807.0,575.0,1133.0,682.0,482.0,964.0,,,
03/21/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",977.0,644.0,1482.0,,,,1138.0,711.0,1821.0,934.0,641.0,1361.0,919.0,638.0,1324.0,,,
03/09/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",856.0,624.0,1176.0,,,,,,,,,,,,,,,
03/01/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1488.0,1224.0,1808.0,,,,,,,1441.0,1257.0,1651.0,,,,,,
01/18/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1567.0,1340.0,1832.0,,,,,,,,,,,,,,,
02/22/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1468.0,1231.0,1750.0,1344.0,1238.0,1458.0,,,,,,,,,,,,
02/07/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1265.0,1079.0,1482.0,,,,,,,1285.0,1103.0,1498.0,,,,,,
01/11/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",,,,,,,,,,,,,,,,,,
02/16/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1347.0,789.0,2300.0,,,,,,,1268.0,663.0,2427.0,,,,,,
01/15/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1766.0,1395.0,2235.0,,,,,,,,,,,,,,,
03/08/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",967.0,811.0,1152.0,966.0,844.0,1106.0,1040.0,894.0,1209.0,920.0,778.0,1088.0,959.0,783.0,1176.0,,,
02/07/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",784.0,632.0,972.0,,,,,,,,,,869.0,733.0,1029.0,,,
03/02/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",889.0,635.0,1245.0,,,,1175.0,779.0,1773.0,857.0,642.0,1143.0,850.0,640.0,1129.0,,,
03/08/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",956.0,681.0,1342.0,852.0,750.0,967.0,1147.0,836.0,1575.0,928.0,638.0,1348.0,931.0,728.0,1192.0,,,
03/28/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1345.0,1101.0,1644.0,,,,,,,1310.0,1158.0,1482.0,,,,,,
02/10/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",701.0,479.0,1024.0,,,,,,,737.0,512.0,1059.0,,,,,,
03/12/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1375.0,1088.0,1737.0,1439.0,1173.0,1766.0,,,,,,,,,,,,
03/07/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",951.0,566.0,1597.0,,,,,,,,,,987.0,689.0,1413.0,471.0,384.0,578.0
03/27/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",967.0,601.0,1555.0,1318.0,638.0,2719.0,,,,,,,802.0,593.0,1083.0,,,
03/03/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",768.0,477.0,1237.0,,,,,,,1145.0,679.0,1931.0,,,,,,
02/25/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1059.0,768.0,1461.0,1106.0,897.0,1363.0,1196.0,876.0,1632.0,1100.0,810.0,1492.0,849.0,621.0,1162.0,,,
02/24/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",899.0,668.0,1210.0,799.0,554.0,1153.0,1000.0,780.0,1281.0,916.0,678.0,1236.0,832.0,653.0,1060.0,,,
03/21/2019,3394,"Fisherman's Wharf, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1053.0,769.0,1442.0,1032.0,796.0,1339.0,1192.0,936.0,1518.0,1075.0,780.0,1481.0,972.0,701.0,1346.0,,,
01/15/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1341.0,821.0,2192.0,,,,1794.0,1120.0,2873.0,,,,,,,,,
01/21/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",842.0,647.0,1096.0,,,,902.0,681.0,1195.0,833.0,658.0,1054.0,818.0,581.0,1150.0,,,
01/04/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",1423.0,1151.0,1759.0,,,,,,,,,,,,,,,
02/26/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",937.0,676.0,1297.0,,,,1049.0,776.0,1416.0,820.0,696.0,966.0,955.0,657.0,1388.0,,,
03/05/2019,3760,"Powell BART Station, Market St and Powell St, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",945.0,639.0,1398.0,,,,1155.0,768.0,1736.0,830.0,617.0,1118.0,875.0,608.0,1259.0,,,
